st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
12,7F,NCT04016714,0.08973397666858896,0.034745931546197144,0.1620517125042607,0.031881770329678996,PCV15 vs PCV13
12,7F,NCT04384107,0.06026111175505244,0.009375114613681635,0.14251401578569262,0.034563417792336217,PCV15 vs PCV13
12,7F,NCT02987972_lot1,0.11629732243304636,0.04513023484868943,0.214114149964739,0.043982956401085495,PCV15 vs PCV13
12,7F,NCT02987972_lot2,0.10114921041095037,0.03602690314198858,0.19741708164072036,0.0400020069116253,PCV15 vs PCV13
13,19A,NCT01215188,0.15484998006561734,0.07559851938731743,0.23880262079034412,0.042224048960961276,PCV15 vs PCV13
13,19A,NCT02037984,0.07105601809489182,-0.006633059755170098,0.1790492957642233,0.047002711462886586,PCV15 vs PCV13
13,19A,NCT02531373,0.02062598626650347,-0.06253322278941015,0.11155695609165303,0.04358519809540293,PCV15 vs PCV13
13,19A,NCT03620162,0.05191317913500004,0.010253086060135886,0.10822625373792616,0.025191463663824264,PCV15 vs PCV13
13,19A,NCT03692871,0.05483823405240518,-0.044561743456995595,0.17180572851764922,0.05369572709710999,PCV15 vs PCV13
13,19A,NCT03885934,0.049177379807915145,0.0024007131966759746,0.11355772737445932,0.028587597776499125,PCV15 vs PCV13
13,19A,NCT03893448,0.06581232559938321,0.03175408566885568,0.10495712062061699,0.018786971336659408,PCV15 vs PCV13
